noOfUnits,tenure,marketSegment,typeOfSale,district,nettPrice,x,propertyType,price,project,y,floorRange,area,street,contractDate,typeOfArea
1,99 yrs lease commencing from 1998,RCR,3,03,,25033.49158,Condominium,1648800,QUEENS,30562.88589,11-15,110,STIRLING ROAD,0821,Strata
1,99 yrs lease commencing from 1998,RCR,3,03,,25033.49158,Condominium,1730000,QUEENS,30562.88589,31-35,111,STIRLING ROAD,0721,Strata
1,99 yrs lease commencing from 1998,RCR,3,03,,25033.49158,Condominium,1595000,QUEENS,30562.88589,11-15,111,STIRLING ROAD,0521,Strata
1,99 yrs lease commencing from 1998,RCR,3,03,,25033.49158,Condominium,1638000,QUEENS,30562.88589,26-30,110,STIRLING ROAD,1121,Strata
1,99 yrs lease commencing from 1998,RCR,3,03,,25033.49158,Condominium,1538888,QUEENS,30562.88589,06-10,111,STIRLING ROAD,0321,Strata
1,99 yrs lease commencing from 1998,RCR,3,03,,25033.49158,Condominium,1632000,QUEENS,30562.88589,06-10,111,STIRLING ROAD,0921,Strata
1,99 yrs lease commencing from 1998,RCR,3,03,,25033.49158,Condominium,1980000,QUEENS,30562.88589,21-25,131,STIRLING ROAD,0721,Strata
1,99 yrs lease commencing from 1998,RCR,3,03,,25033.49158,Condominium,1650000,QUEENS,30562.88589,11-15,110,STIRLING ROAD,0522,Strata
1,99 yrs lease commencing from 1998,RCR,3,03,,25033.49158,Condominium,1735000,QUEENS,30562.88589,31-35,110,STIRLING ROAD,0522,Strata
1,99 yrs lease commencing from 1998,RCR,3,03,,25033.49158,Condominium,1700000,QUEENS,30562.88589,11-15,111,STIRLING ROAD,0522,Strata
1,99 yrs lease commencing from 1998,RCR,3,03,,25033.49158,Condominium,2070000,QUEENS,30562.88589,01-05,152,STIRLING ROAD,0722,Strata
1,99 yrs lease commencing from 1998,RCR,3,03,,25033.49158,Condominium,1360000,QUEENS,30562.88589,16-20,85,STIRLING ROAD,0322,Strata
1,99 yrs lease commencing from 1998,RCR,3,03,,25033.49158,Condominium,1580000,QUEENS,30562.88589,01-05,110,STIRLING ROAD,0222,Strata
1,99 yrs lease commencing from 1998,RCR,3,03,,25033.49158,Condominium,2180000,QUEENS,30562.88589,31-35,131,STIRLING ROAD,0322,Strata
1,99 yrs lease commencing from 1998,RCR,3,03,,25033.49158,Condominium,1820000,QUEENS,30562.88589,31-35,110,STIRLING ROAD,0622,Strata
1,99 yrs lease commencing from 1998,RCR,3,03,,25033.49158,Condominium,1672000,QUEENS,30562.88589,01-05,111,STIRLING ROAD,0722,Strata
1,99 yrs lease commencing from 1998,RCR,3,03,,25033.49158,Condominium,2650000,QUEENS,30562.88589,36-40,212,STIRLING ROAD,0222,Strata
1,99 yrs lease commencing from 1998,RCR,3,03,,25033.49158,Condominium,1750000,QUEENS,30562.88589,21-25,110,STIRLING ROAD,0222,Strata
1,99 yrs lease commencing from 1998,RCR,3,03,,25033.49158,Condominium,1730000,QUEENS,30562.88589,16-20,110,STIRLING ROAD,0522,Strata
1,99 yrs lease commencing from 1998,RCR,3,03,,25033.49158,Condominium,1760000,QUEENS,30562.88589,21-25,111,STIRLING ROAD,0522,Strata
1,99 yrs lease commencing from 1998,RCR,3,03,,25033.49158,Condominium,1810000,QUEENS,30562.88589,31-35,111,STIRLING ROAD,0522,Strata
1,99 yrs lease commencing from 1998,RCR,3,03,,25033.49158,Condominium,1750000,QUEENS,30562.88589,21-25,110,STIRLING ROAD,0922,Strata
1,99 yrs lease commencing from 1998,RCR,3,03,,25033.49158,Condominium,1700000,QUEENS,30562.88589,16-20,110,STIRLING ROAD,0123,Strata
1,99 yrs lease commencing from 1998,RCR,3,03,,25033.49158,Condominium,1708000,QUEENS,30562.88589,16-20,110,STIRLING ROAD,0223,Strata
1,99 yrs lease commencing from 1998,RCR,3,03,,25033.49158,Condominium,1845000,QUEENS,30562.88589,21-25,111,STIRLING ROAD,0323,Strata
1,99 yrs lease commencing from 1998,RCR,3,03,,25033.49158,Condominium,1510000,QUEENS,30562.88589,36-40,85,STIRLING ROAD,0223,Strata
1,99 yrs lease commencing from 1998,RCR,3,03,,25033.49158,Condominium,1880000,QUEENS,30562.88589,36-40,111,STIRLING ROAD,0423,Strata
1,99 yrs lease commencing from 1998,RCR,3,03,,25033.49158,Condominium,1808000,QUEENS,30562.88589,21-25,110,STIRLING ROAD,0323,Strata
1,99 yrs lease commencing from 1998,RCR,3,03,,25033.49158,Condominium,1780000,QUEENS,30562.88589,06-10,111,STIRLING ROAD,0323,Strata
1,99 yrs lease commencing from 1998,RCR,3,03,,25033.49158,Condominium,1806000,QUEENS,30562.88589,16-20,111,STIRLING ROAD,1222,Strata
1,99 yrs lease commencing from 1998,RCR,3,03,,25033.49158,Condominium,1808000,QUEENS,30562.88589,16-20,111,STIRLING ROAD,0423,Strata
1,99 yrs lease commencing from 1998,RCR,3,03,,25033.49158,Condominium,1860000,QUEENS,30562.88589,31-35,110,STIRLING ROAD,0423,Strata
1,99 yrs lease commencing from 1998,RCR,3,03,,25033.49158,Condominium,1650000,QUEENS,30562.88589,01-05,111,STIRLING ROAD,1122,Strata
1,99 yrs lease commencing from 1998,RCR,3,03,,25033.49158,Condominium,1830000,QUEENS,30562.88589,31-35,111,STIRLING ROAD,0123,Strata
1,99 yrs lease commencing from 1998,RCR,3,03,,25033.49158,Condominium,1740000,QUEENS,30562.88589,16-20,110,STIRLING ROAD,0922,Strata
1,99 yrs lease commencing from 1998,RCR,3,03,,25033.49158,Condominium,1800000,QUEENS,30562.88589,01-05,111,STIRLING ROAD,0623,Strata
1,99 yrs lease commencing from 1998,RCR,3,03,,25033.49158,Condominium,2250000,QUEENS,30562.88589,01-05,152,STIRLING ROAD,0923,Strata
1,99 yrs lease commencing from 1998,RCR,3,03,,25033.49158,Condominium,1950000,QUEENS,30562.88589,16-20,111,STIRLING ROAD,0923,Strata
1,99 yrs lease commencing from 1998,RCR,3,03,,25033.49158,Condominium,2000000,QUEENS,30562.88589,11-15,110,STIRLING ROAD,0524,Strata
1,99 yrs lease commencing from 1998,RCR,3,03,,25033.49158,Condominium,2020000,QUEENS,30562.88589,16-20,110,STIRLING ROAD,0424,Strata
1,99 yrs lease commencing from 1998,RCR,3,03,,25033.49158,Condominium,2170000,QUEENS,30562.88589,26-30,110,STIRLING ROAD,0724,Strata
1,99 yrs lease commencing from 1998,RCR,3,03,,25033.49158,Condominium,1550000,QUEENS,30562.88589,26-30,85,STIRLING ROAD,0823,Strata
1,99 yrs lease commencing from 1998,RCR,3,03,,25033.49158,Condominium,1960000,QUEENS,30562.88589,06-10,111,STIRLING ROAD,1223,Strata
1,99 yrs lease commencing from 1998,RCR,3,03,,25033.49158,Condominium,2080000,QUEENS,30562.88589,26-30,110,STIRLING ROAD,0724,Strata
1,99 yrs lease commencing from 1998,RCR,3,03,,25033.49158,Condominium,2000000,QUEENS,30562.88589,21-25,111,STIRLING ROAD,0424,Strata
1,99 yrs lease commencing from 1998,RCR,3,03,,25033.49158,Condominium,1987888,QUEENS,30562.88589,21-25,111,STIRLING ROAD,1123,Strata
1,99 yrs lease commencing from 1998,RCR,3,03,,25033.49158,Condominium,2480000,QUEENS,30562.88589,16-20,131,STIRLING ROAD,0824,Strata
1,99 yrs lease commencing from 1998,RCR,3,03,,25033.49158,Condominium,2120000,QUEENS,30562.88589,26-30,110,STIRLING ROAD,0924,Strata
1,99 yrs lease commencing from 1998,RCR,3,03,,25033.49158,Condominium,2045000,QUEENS,30562.88589,31-35,110,STIRLING ROAD,0124,Strata
1,99 yrs lease commencing from 1998,RCR,3,03,,25033.49158,Condominium,2100000,QUEENS,30562.88589,16-20,111,STIRLING ROAD,0524,Strata
1,99 yrs lease commencing from 1998,RCR,3,03,,25033.49158,Condominium,2030000,QUEENS,30562.88589,11-15,110,STIRLING ROAD,0824,Strata
1,99 yrs lease commencing from 1998,RCR,3,03,,25033.49158,Condominium,1840000,QUEENS,30562.88589,01-05,111,STIRLING ROAD,0224,Strata
1,99 yrs lease commencing from 1998,RCR,3,03,,25033.49158,Condominium,2030000,QUEENS,30562.88589,31-35,111,STIRLING ROAD,0324,Strata
1,99 yrs lease commencing from 1998,RCR,3,03,,25033.49158,Condominium,2430888,QUEENS,30562.88589,31-35,131,STIRLING ROAD,0324,Strata
1,99 yrs lease commencing from 1998,RCR,3,03,,25033.49158,Condominium,2480000,QUEENS,30562.88589,31-35,131,STIRLING ROAD,0424,Strata
1,99 yrs lease commencing from 1998,RCR,3,03,,25033.49158,Condominium,1860000,QUEENS,30562.88589,06-10,110,STIRLING ROAD,0424,Strata
1,99 yrs lease commencing from 1998,RCR,3,03,,25033.49158,Condominium,1950000,QUEENS,30562.88589,11-15,110,STIRLING ROAD,0923,Strata
1,99 yrs lease commencing from 1998,RCR,3,03,,25033.49158,Condominium,2050000,QUEENS,30562.88589,06-10,110,STIRLING ROAD,1124,Strata
1,99 yrs lease commencing from 1998,RCR,3,03,,25033.49158,Condominium,2028888,QUEENS,30562.88589,26-30,110,STIRLING ROAD,0524,Strata
1,99 yrs lease commencing from 1998,RCR,3,03,,25033.49158,Condominium,2310000,QUEENS,30562.88589,26-30,131,STIRLING ROAD,1023,Strata
1,99 yrs lease commencing from 1998,RCR,3,03,,25033.49158,Condominium,1530000,QUEENS,30562.88589,11-15,85,STIRLING ROAD,1223,Strata
1,99 yrs lease commencing from 1998,RCR,3,03,,25033.49158,Condominium,1980000,QUEENS,30562.88589,06-10,120,STIRLING ROAD,1224,Strata
1,99 yrs lease commencing from 1998,RCR,3,03,,25033.49158,Condominium,1600000,QUEENS,30562.88589,21-25,85,STIRLING ROAD,0824,Strata
1,99 yrs lease commencing from 1998,RCR,3,03,,25033.49158,Condominium,1800000,QUEENS,30562.88589,06-10,111,STIRLING ROAD,0623,Strata
1,99 yrs lease commencing from 1998,RCR,3,03,,25033.49158,Condominium,2020000,QUEENS,30562.88589,11-15,110,STIRLING ROAD,0725,Strata
1,99 yrs lease commencing from 1998,RCR,3,03,,25033.49158,Condominium,2300000,QUEENS,30562.88589,31-35,111,STIRLING ROAD,0725,Strata
1,99 yrs lease commencing from 1998,RCR,3,03,,25033.49158,Condominium,1898000,QUEENS,30562.88589,01-05,110,STIRLING ROAD,1124,Strata
1,99 yrs lease commencing from 1998,RCR,3,03,,25033.49158,Condominium,2090000,QUEENS,30562.88589,31-35,110,STIRLING ROAD,0625,Strata
1,99 yrs lease commencing from 1998,RCR,3,03,,25033.49158,Condominium,2080000,QUEENS,30562.88589,16-20,111,STIRLING ROAD,1124,Strata
1,99 yrs lease commencing from 1998,RCR,3,03,,25033.49158,Condominium,2200888,QUEENS,30562.88589,36-40,111,STIRLING ROAD,0825,Strata
1,99 yrs lease commencing from 1998,RCR,3,03,,25033.49158,Condominium,2050000,QUEENS,30562.88589,21-25,111,STIRLING ROAD,0325,Strata
1,99 yrs lease commencing from 1998,RCR,3,03,,25033.49158,Condominium,2190000,QUEENS,30562.88589,31-35,111,STIRLING ROAD,0425,Strata
1,99 yrs lease commencing from 1998,RCR,3,03,,25033.49158,Condominium,1580000,QUEENS,30562.88589,06-10,85,STIRLING ROAD,0925,Strata
1,99 yrs lease commencing from 1998,RCR,3,03,,25033.49158,Condominium,2158888,QUEENS,30562.88589,06-10,111,STIRLING ROAD,0625,Strata
1,99 yrs lease commencing from 1998,RCR,3,03,,25033.49158,Condominium,2250000,QUEENS,30562.88589,21-25,111,STIRLING ROAD,0325,Strata
1,99 yrs lease commencing from 1998,RCR,3,03,,25033.49158,Condominium,1968000,QUEENS,30562.88589,06-10,111,STIRLING ROAD,0325,Strata
1,99 yrs lease commencing from 1998,RCR,3,03,,25033.49158,Condominium,2738800,QUEENS,30562.88589,21-25,131,STIRLING ROAD,0725,Strata
1,99 yrs lease commencing from 2009,RCR,3,04,,24628.43429,Condominium,2875000,THE INTERLACE,29404.85109,06-10,211,DEPOT ROAD,1120,Strata
1,99 yrs lease commencing from 2009,RCR,3,04,,24628.43429,Condominium,1920000,THE INTERLACE,29404.85109,11-15,136,DEPOT ROAD,0920,Strata
1,99 yrs lease commencing from 2009,RCR,3,04,,24628.43429,Condominium,1310000,THE INTERLACE,29404.85109,06-10,93,DEPOT ROAD,1020,Strata
1,99 yrs lease commencing from 2009,RCR,3,04,,24628.43429,Condominium,4950000,THE INTERLACE,29404.85109,16-20,437,DEPOT ROAD,1120,Strata
1,99 yrs lease commencing from 2009,RCR,3,04,,24628.43429,Condominium,1600000,THE INTERLACE,29404.85109,16-20,121,DEPOT ROAD,1020,Strata
1,99 yrs lease commencing from 2009,RCR,3,04,,24628.43429,Condominium,2080000,THE INTERLACE,29404.85109,06-10,149,DEPOT ROAD,1020,Strata
1,99 yrs lease commencing from 2009,RCR,3,04,,24628.43429,Condominium,2550000,THE INTERLACE,29404.85109,11-15,199,DEPOT ROAD,1120,Strata
1,99 yrs lease commencing from 2009,RCR,3,04,,24628.43429,Condominium,1368000,THE INTERLACE,29404.85109,06-10,98,DEPOT ROAD,1120,Strata
1,99 yrs lease commencing from 2009,RCR,3,04,,24628.43429,Condominium,3300000,THE INTERLACE,29404.85109,01-05,341,DEPOT ROAD,0221,Strata
1,99 yrs lease commencing from 2009,RCR,3,04,,24628.43429,Condominium,2860000,THE INTERLACE,29404.85109,01-05,355,DEPOT ROAD,0221,Strata
1,99 yrs lease commencing from 2009,RCR,3,04,,24628.43429,Condominium,3570000,THE INTERLACE,29404.85109,01-05,347,DEPOT ROAD,0321,Strata
1,99 yrs lease commencing from 2009,RCR,3,04,,24628.43429,Condominium,1463000,THE INTERLACE,29404.85109,16-20,98,DEPOT ROAD,1120,Strata
1,99 yrs lease commencing from 2009,RCR,3,04,,24628.43429,Condominium,2130000,THE INTERLACE,29404.85109,11-15,150,DEPOT ROAD,0221,Strata
1,99 yrs lease commencing from 2009,RCR,3,04,,24628.43429,Condominium,1700000,THE INTERLACE,29404.85109,11-15,117,DEPOT ROAD,1220,Strata
1,99 yrs lease commencing from 2009,RCR,3,04,,24628.43429,Condominium,1220000,THE INTERLACE,29404.85109,06-10,75,DEPOT ROAD,1220,Strata
1,99 yrs lease commencing from 2009,RCR,3,04,,24628.43429,Condominium,1670000,THE INTERLACE,29404.85109,06-10,117,DEPOT ROAD,0121,Strata
1,99 yrs lease commencing from 2009,RCR,3,04,,24628.43429,Condominium,1680000,THE INTERLACE,29404.85109,06-10,117,DEPOT ROAD,1120,Strata
1,99 yrs lease commencing from 2009,RCR,3,04,,24628.43429,Condominium,5880000,THE INTERLACE,29404.85109,21-25,550,DEPOT ROAD,0121,Strata
1,99 yrs lease commencing from 2009,RCR,3,04,,24628.43429,Condominium,1540000,THE INTERLACE,29404.85109,01-05,113,DEPOT ROAD,0121,Strata
1,99 yrs lease commencing from 2009,RCR,3,04,,24628.43429,Condominium,2500000,THE INTERLACE,29404.85109,01-05,191,DEPOT ROAD,0221,Strata
1,99 yrs lease commencing from 2009,RCR,3,04,,24628.43429,Condominium,2670000,THE INTERLACE,29404.85109,06-10,191,DEPOT ROAD,0621,Strata
1,99 yrs lease commencing from 2009,RCR,3,04,,24628.43429,Condominium,2390000,THE INTERLACE,29404.85109,01-05,174,DEPOT ROAD,0621,Strata
1,99 yrs lease commencing from 2009,RCR,3,04,,24628.43429,Condominium,1445000,THE INTERLACE,29404.85109,11-15,97,DEPOT ROAD,1120,Strata
1,99 yrs lease commencing from 2009,RCR,3,04,,24628.43429,Condominium,1232000,THE INTERLACE,29404.85109,06-10,75,DEPOT ROAD,0921,Strata
1,99 yrs lease commencing from 2009,RCR,3,04,,24628.43429,Condominium,4835000,THE INTERLACE,29404.85109,16-20,347,DEPOT ROAD,0721,Strata
1,99 yrs lease commencing from 2009,RCR,3,04,,24628.43429,Condominium,2238000,THE INTERLACE,29404.85109,11-15,149,DEPOT ROAD,1021,Strata
1,99 yrs lease commencing from 2009,RCR,3,04,,24628.43429,Condominium,3150000,THE INTERLACE,29404.85109,11-15,211,DEPOT ROAD,0521,Strata
1,99 yrs lease commencing from 2009,RCR,3,04,,24628.43429,Condominium,1380000,THE INTERLACE,29404.85109,16-20,100,DEPOT ROAD,0321,Strata
1,99 yrs lease commencing from 2009,RCR,3,04,,24628.43429,Condominium,4738000,THE INTERLACE,29404.85109,21-25,316,DEPOT ROAD,0621,Strata
1,99 yrs lease commencing from 2009,RCR,3,04,,24628.43429,Condominium,1220000,THE INTERLACE,29404.85109,06-10,75,DEPOT ROAD,0621,Strata
1,99 yrs lease commencing from 2009,RCR,3,04,,24628.43429,Condominium,2240000,THE INTERLACE,29404.85109,01-05,164,DEPOT ROAD,0321,Strata
1,99 yrs lease commencing from 2009,RCR,3,04,,24628.43429,Condominium,1810000,THE INTERLACE,29404.85109,06-10,117,DEPOT ROAD,0821,Strata
1,99 yrs lease commencing from 2009,RCR,3,04,,24628.43429,Condominium,2100000,THE INTERLACE,29404.85109,11-15,148,DEPOT ROAD,0921,Strata
1,99 yrs lease commencing from 2009,RCR,3,04,,24628.43429,Condominium,1290000,THE INTERLACE,29404.85109,06-10,93,DEPOT ROAD,0821,Strata
1,99 yrs lease commencing from 2009,RCR,3,04,,24628.43429,Condominium,1305000,THE INTERLACE,29404.85109,06-10,93,DEPOT ROAD,0921,Strata
1,99 yrs lease commencing from 2009,RCR,3,04,,24628.43429,Condominium,1810000,THE INTERLACE,29404.85109,11-15,117,DEPOT ROAD,0821,Strata
1,99 yrs lease commencing from 2009,RCR,3,04,,24628.43429,Condominium,2850000,THE INTERLACE,29404.85109,16-20,191,DEPOT ROAD,0521,Strata
1,99 yrs lease commencing from 2009,RCR,3,04,,24628.43429,Condominium,3400000,THE INTERLACE,29404.85109,11-15,410,DEPOT ROAD,0521,Strata
1,99 yrs lease commencing from 2009,RCR,3,04,,24628.43429,Condominium,1510000,THE INTERLACE,29404.85109,11-15,109,DEPOT ROAD,0821,Strata
1,99 yrs lease commencing from 2009,RCR,3,04,,24628.43429,Condominium,2030000,THE INTERLACE,29404.85109,06-10,144,DEPOT ROAD,0621,Strata
1,99 yrs lease commencing from 2009,RCR,3,04,,24628.43429,Condominium,2720000,THE INTERLACE,29404.85109,01-05,192,DEPOT ROAD,0321,Strata
1,99 yrs lease commencing from 2009,RCR,3,04,,24628.43429,Condominium,3150000,THE INTERLACE,29404.85109,06-10,395,DEPOT ROAD,0321,Strata
1,99 yrs lease commencing from 2009,RCR,3,04,,24628.43429,Condominium,1755000,THE INTERLACE,29404.85109,06-10,117,DEPOT ROAD,0321,Strata
1,99 yrs lease commencing from 2009,RCR,3,04,,24628.43429,Condominium,2350000,THE INTERLACE,29404.85109,11-15,177,DEPOT ROAD,0421,Strata
1,99 yrs lease commencing from 2009,RCR,3,04,,24628.43429,Condominium,2680000,THE INTERLACE,29404.85109,11-15,196,DEPOT ROAD,1021,Strata
1,99 yrs lease commencing from 2009,RCR,3,04,,24628.43429,Condominium,3280000,THE INTERLACE,29404.85109,01-05,319,DEPOT ROAD,1121,Strata
1,99 yrs lease commencing from 2009,RCR,3,04,,24628.43429,Condominium,1468000,THE INTERLACE,29404.85109,11-15,97,DEPOT ROAD,1021,Strata
1,99 yrs lease commencing from 2009,RCR,3,04,,24628.43429,Condominium,3550000,THE INTERLACE,29404.85109,01-05,318,DEPOT ROAD,0421,Strata
1,99 yrs lease commencing from 2009,RCR,3,04,,24628.43429,Condominium,2400000,THE INTERLACE,29404.85109,06-10,162,DEPOT ROAD,0122,Strata
1,99 yrs lease commencing from 2009,RCR,3,04,,24628.43429,Condominium,1400000,THE INTERLACE,29404.85109,11-15,93,DEPOT ROAD,0921,Strata
1,99 yrs lease commencing from 2009,RCR,3,04,,24628.43429,Condominium,3283000,THE INTERLACE,29404.85109,01-05,319,DEPOT ROAD,0921,Strata
1,99 yrs lease commencing from 2009,RCR,3,04,,24628.43429,Condominium,1588000,THE INTERLACE,29404.85109,16-20,99,DEPOT ROAD,1221,Strata
1,99 yrs lease commencing from 2009,RCR,3,04,,24628.43429,Condominium,1540000,THE INTERLACE,29404.85109,16-20,100,DEPOT ROAD,0921,Strata
1,99 yrs lease commencing from 2009,RCR,3,04,,24628.43429,Condominium,1410000,THE INTERLACE,29404.85109,11-15,97,DEPOT ROAD,0521,Strata
1,99 yrs lease commencing from 2009,RCR,3,04,,24628.43429,Condominium,1920000,THE INTERLACE,29404.85109,06-10,136,DEPOT ROAD,0421,Strata
1,99 yrs lease commencing from 2009,RCR,3,04,,24628.43429,Condominium,2820000,THE INTERLACE,29404.85109,01-05,199,DEPOT ROAD,1121,Strata
1,99 yrs lease commencing from 2009,RCR,3,04,,24628.43429,Condominium,2950000,THE INTERLACE,29404.85109,01-05,216,DEPOT ROAD,0821,Strata
1,99 yrs lease commencing from 2009,RCR,3,04,,24628.43429,Condominium,3000000,THE INTERLACE,29404.85109,11-15,288,DEPOT ROAD,0821,Strata
1,99 yrs lease commencing from 2009,RCR,3,04,,24628.43429,Condominium,2350000,THE INTERLACE,29404.85109,06-10,148,DEPOT ROAD,1221,Strata
1,99 yrs lease commencing from 2009,RCR,3,04,,24628.43429,Condominium,1738000,THE INTERLACE,29404.85109,16-20,119,DEPOT ROAD,1221,Strata
1,99 yrs lease commencing from 2009,RCR,3,04,,24628.43429,Condominium,1770000,THE INTERLACE,29404.85109,06-10,117,DEPOT ROAD,0421,Strata
1,99 yrs lease commencing from 2009,RCR,3,04,,24628.43429,Condominium,2650000,THE INTERLACE,29404.85109,01-05,191,DEPOT ROAD,0122,Strata
1,99 yrs lease commencing from 2009,RCR,3,04,,24628.43429,Condominium,3100000,THE INTERLACE,29404.85109,06-10,215,DEPOT ROAD,0321,Strata
1,99 yrs lease commencing from 2009,RCR,3,04,,24628.43429,Condominium,1376000,THE INTERLACE,29404.85109,06-10,93,DEPOT ROAD,0721,Strata
1,99 yrs lease commencing from 2009,RCR,3,04,,24628.43429,Condominium,2280000,THE INTERLACE,29404.85109,11-15,149,DEPOT ROAD,1021,Strata
1,99 yrs lease commencing from 2009,RCR,3,04,,24628.43429,Condominium,1500000,THE INTERLACE,29404.85109,11-15,93,DEPOT ROAD,1121,Strata
1,99 yrs lease commencing from 2009,RCR,3,04,,24628.43429,Condominium,1430000,THE INTERLACE,29404.85109,06-10,98,DEPOT ROAD,0921,Strata
1,99 yrs lease commencing from 2009,RCR,3,04,,24628.43429,Condominium,3125000,THE INTERLACE,29404.85109,01-05,319,DEPOT ROAD,0621,Strata
1,99 yrs lease commencing from 2009,RCR,3,04,,24628.43429,Condominium,1220000,THE INTERLACE,29404.85109,06-10,75,DEPOT ROAD,0421,Strata
1,99 yrs lease commencing from 2009,RCR,3,04,,24628.43429,Condominium,3200000,THE INTERLACE,29404.85109,01-05,304,DEPOT ROAD,0421,Strata
1,99 yrs lease commencing from 2009,RCR,3,04,,24628.43429,Condominium,1550000,THE INTERLACE,29404.85109,11-15,98,DEPOT ROAD,0621,Strata
1,99 yrs lease commencing from 2009,RCR,3,04,,24628.43429,Condominium,1250000,THE INTERLACE,29404.85109,06-10,75,DEPOT ROAD,0921,Strata
1,99 yrs lease commencing from 2009,RCR,3,04,,24628.43429,Condominium,2285000,THE INTERLACE,29404.85109,06-10,161,DEPOT ROAD,0921,Strata
1,99 yrs lease commencing from 2009,RCR,3,04,,24628.43429,Condominium,1400000,THE INTERLACE,29404.85109,06-10,93,DEPOT ROAD,1121,Strata
1,99 yrs lease commencing from 2009,RCR,3,04,,24628.43429,Condominium,2400000,THE INTERLACE,29404.85109,11-15,162,DEPOT ROAD,0721,Strata
1,99 yrs lease commencing from 2009,RCR,3,04,,24628.43429,Condominium,2750000,THE INTERLACE,29404.85109,11-15,197,DEPOT ROAD,0821,Strata
1,99 yrs lease commencing from 2009,RCR,3,04,,24628.43429,Condominium,2860000,THE INTERLACE,29404.85109,01-05,290,DEPOT ROAD,0621,Strata
1,99 yrs lease commencing from 2009,RCR,3,04,,24628.43429,Condominium,2420000,THE INTERLACE,29404.85109,01-05,197,DEPOT ROAD,0521,Strata
1,99 yrs lease commencing from 2009,RCR,3,04,,24628.43429,Condominium,3500000,THE INTERLACE,29404.85109,01-05,218,DEPOT ROAD,0921,Strata
1,99 yrs lease commencing from 2009,RCR,3,04,,24628.43429,Condominium,2200000,THE INTERLACE,29404.85109,11-15,162,DEPOT ROAD,1021,Strata
1,99 yrs lease commencing from 2009,RCR,3,04,,24628.43429,Condominium,5480000,THE INTERLACE,29404.85109,16-20,437,DEPOT ROAD,1121,Strata
1,99 yrs lease commencing from 2009,RCR,3,04,,24628.43429,Condominium,2270000,THE INTERLACE,29404.85109,11-15,164,DEPOT ROAD,0321,Strata
1,99 yrs lease commencing from 2009,RCR,3,04,,24628.43429,Condominium,2375000,THE INTERLACE,29404.85109,06-10,177,DEPOT ROAD,0321,Strata
1,99 yrs lease commencing from 2009,RCR,3,04,,24628.43429,Condominium,1499000,THE INTERLACE,29404.85109,11-15,98,DEPOT ROAD,0821,Strata
1,99 yrs lease commencing from 2009,RCR,3,04,,24628.43429,Condominium,1716888,THE INTERLACE,29404.85109,11-15,117,DEPOT ROAD,0421,Strata
1,99 yrs lease commencing from 2009,RCR,3,04,,24628.43429,Condominium,2900000,THE INTERLACE,29404.85109,11-15,190,DEPOT ROAD,0521,Strata
1,99 yrs lease commencing from 2009,RCR,3,04,,24628.43429,Condominium,3300000,THE INTERLACE,29404.85109,01-05,337,DEPOT ROAD,1021,Strata
1,99 yrs lease commencing from 2009,RCR,3,04,,24628.43429,Condominium,2580000,THE INTERLACE,29404.85109,06-10,199,DEPOT ROAD,1021,Strata
1,99 yrs lease commencing from 2009,RCR,3,04,,24628.43429,Condominium,1180000,THE INTERLACE,29404.85109,11-15,75,DEPOT ROAD,0621,Strata
1,99 yrs lease commencing from 2009,RCR,3,04,,24628.43429,Condominium,3660000,THE INTERLACE,29404.85109,16-20,365,DEPOT ROAD,0422,Strata
1,99 yrs lease commencing from 2009,RCR,3,04,,24628.43429,Condominium,3500000,THE INTERLACE,29404.85109,11-15,358,DEPOT ROAD,0422,Strata
1,99 yrs lease commencing from 2009,RCR,3,04,,24628.43429,Condominium,3658888,THE INTERLACE,29404.85109,01-05,346,DEPOT ROAD,0622,Strata
1,99 yrs lease commencing from 2009,RCR,3,04,,24628.43429,Condominium,3830000,THE INTERLACE,29404.85109,11-15,416,DEPOT ROAD,0422,Strata
1,99 yrs lease commencing from 2009,RCR,3,04,,24628.43429,Condominium,3480000,THE INTERLACE,29404.85109,01-05,318,DEPOT ROAD,0322,Strata
1,99 yrs lease commencing from 2009,RCR,3,04,,24628.43429,Condominium,2200000,THE INTERLACE,29404.85109,06-10,136,DEPOT ROAD,0522,Strata
1,99 yrs lease commencing from 2009,RCR,3,04,,24628.43429,Condominium,2750000,THE INTERLACE,29404.85109,11-15,196,DEPOT ROAD,0522,Strata
1,99 yrs lease commencing from 2009,RCR,3,04,,24628.43429,Condominium,2860000,THE INTERLACE,29404.85109,11-15,191,DEPOT ROAD,0522,Strata
1,99 yrs lease commencing from 2009,RCR,3,04,,24628.43429,Condominium,2500000,THE INTERLACE,29404.85109,16-20,164,DEPOT ROAD,0322,Strata
1,99 yrs lease commencing from 2009,RCR,3,04,,24628.43429,Condominium,2183500,THE INTERLACE,29404.85109,11-15,143,DEPOT ROAD,0322,Strata
1,99 yrs lease commencing from 2009,RCR,3,04,,24628.43429,Condominium,2830000,THE INTERLACE,29404.85109,01-05,191,DEPOT ROAD,0422,Strata
1,99 yrs lease commencing from 2009,RCR,3,04,,24628.43429,Condominium,2850000,THE INTERLACE,29404.85109,01-05,197,DEPOT ROAD,0422,Strata
1,99 yrs lease commencing from 2009,RCR,3,04,,24628.43429,Condominium,3100000,THE INTERLACE,29404.85109,01-05,221,DEPOT ROAD,0422,Strata
