noOfUnits,tenure,marketSegment,typeOfSale,district,nettPrice,x,propertyType,price,project,y,floorRange,area,street,contractDate,typeOfArea
1,99 yrs lease commencing from 2016,OCR,3,05,,20790.40019,Apartment,2600000,THE CLEMENT CANOPY,32111.23165,21-25,125,CLEMENTI AVENUE 1,0624,Strata
1,99 yrs lease commencing from 2016,OCR,3,05,,20790.40019,Apartment,2000000,THE CLEMENT CANOPY,32111.23165,06-10,103,CLEMENTI AVENUE 1,0124,Strata
1,99 yrs lease commencing from 2016,OCR,3,05,,20790.40019,Apartment,1320000,THE CLEMENT CANOPY,32111.23165,06-10,68,CLEMENTI AVENUE 1,1024,Strata
1,99 yrs lease commencing from 2016,OCR,3,05,,20790.40019,Apartment,2120000,THE CLEMENT CANOPY,32111.23165,21-25,106,CLEMENTI AVENUE 1,0823,Strata
1,99 yrs lease commencing from 2016,OCR,3,05,,20790.40019,Apartment,1188000,THE CLEMENT CANOPY,32111.23165,31-35,59,CLEMENTI AVENUE 1,1023,Strata
1,99 yrs lease commencing from 2016,OCR,3,05,,20790.40019,Apartment,1910000,THE CLEMENT CANOPY,32111.23165,31-35,92,CLEMENTI AVENUE 1,0424,Strata
1,99 yrs lease commencing from 2016,OCR,3,05,,20790.40019,Apartment,2525000,THE CLEMENT CANOPY,32111.23165,06-10,125,CLEMENTI AVENUE 1,0125,Strata
1,99 yrs lease commencing from 2016,OCR,3,05,,20790.40019,Apartment,1158000,THE CLEMENT CANOPY,32111.23165,16-20,59,CLEMENTI AVENUE 1,0723,Strata
1,99 yrs lease commencing from 2016,OCR,3,05,,20790.40019,Apartment,1320000,THE CLEMENT CANOPY,32111.23165,11-15,66,CLEMENTI AVENUE 1,0524,Strata
1,99 yrs lease commencing from 2016,OCR,3,05,,20790.40019,Apartment,1388000,THE CLEMENT CANOPY,32111.23165,26-30,68,CLEMENTI AVENUE 1,1124,Strata
1,99 yrs lease commencing from 2016,OCR,3,05,,20790.40019,Apartment,2500000,THE CLEMENT CANOPY,32111.23165,01-05,125,CLEMENTI AVENUE 1,0924,Strata
1,99 yrs lease commencing from 2016,OCR,3,05,,20790.40019,Apartment,1160000,THE CLEMENT CANOPY,32111.23165,21-25,59,CLEMENTI AVENUE 1,0124,Strata
1,99 yrs lease commencing from 2016,OCR,3,05,,20790.40019,Apartment,1200000,THE CLEMENT CANOPY,32111.23165,06-10,59,CLEMENTI AVENUE 1,1124,Strata
1,99 yrs lease commencing from 2016,OCR,3,05,,20790.40019,Apartment,1430000,THE CLEMENT CANOPY,32111.23165,36-40,68,CLEMENTI AVENUE 1,1124,Strata
1,99 yrs lease commencing from 2016,OCR,3,05,,20790.40019,Apartment,1460000,THE CLEMENT CANOPY,32111.23165,31-35,66,CLEMENTI AVENUE 1,0925,Strata
1,99 yrs lease commencing from 2016,OCR,3,05,,20790.40019,Apartment,1950000,THE CLEMENT CANOPY,32111.23165,11-15,92,CLEMENTI AVENUE 1,0225,Strata
1,99 yrs lease commencing from 2016,OCR,3,05,,20790.40019,Apartment,2080000,THE CLEMENT CANOPY,32111.23165,36-40,108,CLEMENTI AVENUE 1,0325,Strata
1,99 yrs lease commencing from 2016,OCR,3,05,,20790.40019,Apartment,2120000,THE CLEMENT CANOPY,32111.23165,01-05,103,CLEMENTI AVENUE 1,0425,Strata
1,99 yrs lease commencing from 2016,OCR,3,05,,20790.40019,Apartment,2850000,THE CLEMENT CANOPY,32111.23165,36-40,125,CLEMENTI AVENUE 1,0925,Strata
1,99 yrs lease commencing from 2016,OCR,3,05,,20790.40019,Apartment,2095000,THE CLEMENT CANOPY,32111.23165,06-10,103,CLEMENTI AVENUE 1,0225,Strata
1,99 yrs lease commencing from 2016,OCR,3,05,,20790.40019,Apartment,2050000,THE CLEMENT CANOPY,32111.23165,36-40,92,CLEMENTI AVENUE 1,0225,Strata
1,99 yrs lease commencing from 2016,OCR,3,05,,20790.40019,Apartment,1255000,THE CLEMENT CANOPY,32111.23165,31-35,61,CLEMENTI AVENUE 1,0225,Strata
1,99 yrs lease commencing from 2016,OCR,3,05,,20790.40019,Apartment,2180000,THE CLEMENT CANOPY,32111.23165,21-25,103,CLEMENTI AVENUE 1,0125,Strata
1,99 yrs lease commencing from 2016,OCR,3,05,,20790.40019,Apartment,1938000,THE CLEMENT CANOPY,32111.23165,21-25,92,CLEMENTI AVENUE 1,0125,Strata
1,99 yrs lease commencing from 2016,OCR,3,05,,20790.40019,Apartment,1420000,THE CLEMENT CANOPY,32111.23165,26-30,68,CLEMENTI AVENUE 1,0425,Strata
1,99 yrs lease commencing from 2016,OCR,3,05,,20790.40019,Apartment,1295000,THE CLEMENT CANOPY,32111.23165,06-10,61,CLEMENTI AVENUE 1,0225,Strata
1,99 yrs lease commencing from 2016,OCR,3,05,,20790.40019,Apartment,1388888,THE CLEMENT CANOPY,32111.23165,11-15,68,CLEMENTI AVENUE 1,0925,Strata
1,99 yrs lease commencing from 2016,OCR,3,05,,20790.40019,Apartment,2070000,THE CLEMENT CANOPY,32111.23165,26-30,92,CLEMENTI AVENUE 1,0625,Strata
1,99 yrs lease commencing from 2016,OCR,3,05,,20790.40019,Apartment,1210000,THE CLEMENT CANOPY,32111.23165,11-15,59,CLEMENTI AVENUE 1,0525,Strata
1,99 yrs lease commencing from 2016,OCR,3,05,,20790.40019,Apartment,2053000,THE CLEMENT CANOPY,32111.23165,36-40,92,CLEMENTI AVENUE 1,0325,Strata
1,85 yrs lease commencing from 1990,RCR,3,02,,28177.98789,Apartment,945000,SPOTTISWOODE PARK,28453.18046,11-15,122,SPOTTISWOODE PARK ROAD,1020,Strata
1,99 yrs lease commencing from 1973,RCR,3,02,,28177.98789,Apartment,850000,SPOTTISWOODE PARK,28453.18046,11-15,79,SPOTTISWOODE PARK ROAD,0221,Strata
1,99 yrs lease commencing from 1973,RCR,3,02,,28177.98789,Apartment,858000,SPOTTISWOODE PARK,28453.18046,11-15,79,SPOTTISWOODE PARK ROAD,0521,Strata
1,99 yrs lease commencing from 1973,RCR,3,02,,28177.98789,Apartment,865000,SPOTTISWOODE PARK,28453.18046,16-20,79,SPOTTISWOODE PARK ROAD,1021,Strata
1,99 yrs lease commencing from 1976,RCR,3,02,,28177.98789,Apartment,1000000,SPOTTISWOODE PARK,28453.18046,11-15,118,SPOTTISWOODE PARK ROAD,0921,Strata
1,99 yrs lease commencing from 1973,RCR,3,02,,28177.98789,Apartment,866000,SPOTTISWOODE PARK,28453.18046,11-15,79,SPOTTISWOODE PARK ROAD,1121,Strata
1,99 yrs lease commencing from 1976,RCR,3,02,,28177.98789,Apartment,950000,SPOTTISWOODE PARK,28453.18046,11-15,118,SPOTTISWOODE PARK ROAD,1221,Strata
1,99 yrs lease commencing from 1973,RCR,3,02,,28177.98789,Apartment,850000,SPOTTISWOODE PARK,28453.18046,06-10,79,SPOTTISWOODE PARK ROAD,1221,Strata
1,93 yrs lease commencing from 1979,RCR,3,02,,28177.98789,Apartment,868000,SPOTTISWOODE PARK,28453.18046,16-20,79,SPOTTISWOODE PARK ROAD,1021,Strata
1,99 yrs lease commencing from 1973,RCR,3,02,,28177.98789,Apartment,858000,SPOTTISWOODE PARK,28453.18046,06-10,79,SPOTTISWOODE PARK ROAD,0721,Strata
1,85 yrs lease commencing from 1990,RCR,3,02,,28177.98789,Apartment,1180000,SPOTTISWOODE PARK,28453.18046,16-20,124,SPOTTISWOODE PARK ROAD,0522,Strata
1,99 yrs lease commencing from 1973,RCR,3,02,,28177.98789,Apartment,885000,SPOTTISWOODE PARK,28453.18046,16-20,79,SPOTTISWOODE PARK ROAD,0322,Strata
1,99 yrs lease commencing from 1976,RCR,3,02,,28177.98789,Apartment,1000000,SPOTTISWOODE PARK,28453.18046,06-10,118,SPOTTISWOODE PARK ROAD,0522,Strata
1,85 yrs lease commencing from 1990,RCR,3,02,,28177.98789,Apartment,1093000,SPOTTISWOODE PARK,28453.18046,11-15,122,SPOTTISWOODE PARK ROAD,0322,Strata
1,99 yrs lease commencing from 1973,RCR,3,02,,28177.98789,Apartment,868000,SPOTTISWOODE PARK,28453.18046,06-10,79,SPOTTISWOODE PARK ROAD,0322,Strata
1,99 yrs lease commencing from 1973,RCR,3,02,,28177.98789,Apartment,860000,SPOTTISWOODE PARK,28453.18046,01-05,79,SPOTTISWOODE PARK ROAD,0222,Strata
1,99 yrs lease commencing from 1973,RCR,3,02,,28177.98789,Apartment,853000,SPOTTISWOODE PARK,28453.18046,06-10,79,SPOTTISWOODE PARK ROAD,0322,Strata
1,99 yrs lease commencing from 1976,RCR,3,02,,28177.98789,Apartment,968000,SPOTTISWOODE PARK,28453.18046,01-05,118,SPOTTISWOODE PARK ROAD,0922,Strata
1,99 yrs lease commencing from 1973,RCR,3,02,,28177.98789,Apartment,955000,SPOTTISWOODE PARK,28453.18046,01-05,79,SPOTTISWOODE PARK ROAD,0323,Strata
1,99 yrs lease commencing from 1973,RCR,3,02,,28177.98789,Apartment,900000,SPOTTISWOODE PARK,28453.18046,06-10,79,SPOTTISWOODE PARK ROAD,0822,Strata
1,85 yrs lease commencing from 1990,RCR,3,02,,28177.98789,Apartment,1088000,SPOTTISWOODE PARK,28453.18046,01-05,122,SPOTTISWOODE PARK ROAD,0123,Strata
1,99 yrs lease commencing from 1976,RCR,3,02,,28177.98789,Apartment,1135000,SPOTTISWOODE PARK,28453.18046,16-20,118,SPOTTISWOODE PARK ROAD,0323,Strata
1,99 yrs lease commencing from 1976,RCR,3,02,,28177.98789,Apartment,1060000,SPOTTISWOODE PARK,28453.18046,11-15,118,SPOTTISWOODE PARK ROAD,0123,Strata
1,99 yrs lease commencing from 1976,RCR,3,02,,28177.98789,Apartment,1160000,SPOTTISWOODE PARK,28453.18046,16-20,118,SPOTTISWOODE PARK ROAD,0922,Strata
1,85 yrs lease commencing from 1990,RCR,3,02,,28177.98789,Apartment,1106800,SPOTTISWOODE PARK,28453.18046,21-25,124,SPOTTISWOODE PARK ROAD,0223,Strata
1,99 yrs lease commencing from 1973,RCR,3,02,,28177.98789,Apartment,990000,SPOTTISWOODE PARK,28453.18046,16-20,79,SPOTTISWOODE PARK ROAD,0323,Strata
1,99 yrs lease commencing from 1973,RCR,3,02,,28177.98789,Apartment,960000,SPOTTISWOODE PARK,28453.18046,06-10,79,SPOTTISWOODE PARK ROAD,1122,Strata
1,99 yrs lease commencing from 1976,RCR,3,02,,28177.98789,Apartment,1080000,SPOTTISWOODE PARK,28453.18046,06-10,118,SPOTTISWOODE PARK ROAD,1222,Strata
1,99 yrs lease commencing from 1973,RCR,3,02,,28177.98789,Apartment,870000,SPOTTISWOODE PARK,28453.18046,01-05,79,SPOTTISWOODE PARK ROAD,0922,Strata
1,99 yrs lease commencing from 1973,RCR,3,02,,28177.98789,Apartment,938888,SPOTTISWOODE PARK,28453.18046,06-10,79,SPOTTISWOODE PARK ROAD,0423,Strata
1,85 yrs lease commencing from 1990,RCR,3,02,,28177.98789,Apartment,1100000,SPOTTISWOODE PARK,28453.18046,21-25,122,SPOTTISWOODE PARK ROAD,0523,Strata
1,99 yrs lease commencing from 1973,RCR,3,02,,28177.98789,Apartment,938888,SPOTTISWOODE PARK,28453.18046,16-20,79,SPOTTISWOODE PARK ROAD,0723,Strata
1,99 yrs lease commencing from 1973,RCR,3,02,,28177.98789,Apartment,880000,SPOTTISWOODE PARK,28453.18046,11-15,79,SPOTTISWOODE PARK ROAD,0723,Strata
1,99 yrs lease commencing from 1976,RCR,3,02,,28177.98789,Apartment,1170000,SPOTTISWOODE PARK,28453.18046,16-20,118,SPOTTISWOODE PARK ROAD,0723,Strata
1,99 yrs lease commencing from 1973,RCR,3,02,,28177.98789,Apartment,918000,SPOTTISWOODE PARK,28453.18046,16-20,79,SPOTTISWOODE PARK ROAD,0523,Strata
1,85 yrs lease commencing from 1990,RCR,3,02,,28177.98789,Apartment,1165000,SPOTTISWOODE PARK,28453.18046,06-10,122,SPOTTISWOODE PARK ROAD,0324,Strata
1,99 yrs lease commencing from 1976,RCR,3,02,,28177.98789,Apartment,1200000,SPOTTISWOODE PARK,28453.18046,21-25,118,SPOTTISWOODE PARK ROAD,0924,Strata
1,99 yrs lease commencing from 1976,RCR,3,02,,28177.98789,Apartment,1180000,SPOTTISWOODE PARK,28453.18046,11-15,118,SPOTTISWOODE PARK ROAD,0824,Strata
1,99 yrs lease commencing from 1976,RCR,3,02,,28177.98789,Apartment,1180000,SPOTTISWOODE PARK,28453.18046,06-10,118,SPOTTISWOODE PARK ROAD,0224,Strata
1,85 yrs lease commencing from 1990,RCR,3,02,,28177.98789,Apartment,1172000,SPOTTISWOODE PARK,28453.18046,11-15,122,SPOTTISWOODE PARK ROAD,0723,Strata
1,99 yrs lease commencing from 1976,RCR,3,02,,28177.98789,Apartment,1165000,SPOTTISWOODE PARK,28453.18046,16-20,118,SPOTTISWOODE PARK ROAD,0724,Strata
1,93 yrs lease commencing from 1979,RCR,3,02,,28177.98789,Apartment,988000,SPOTTISWOODE PARK,28453.18046,11-15,79,SPOTTISWOODE PARK ROAD,1224,Strata
1,99 yrs lease commencing from 1973,RCR,3,02,,28177.98789,Apartment,858000,SPOTTISWOODE PARK,28453.18046,01-05,79,SPOTTISWOODE PARK ROAD,0924,Strata
1,99 yrs lease commencing from 1976,RCR,3,02,,28177.98789,Apartment,1130000,SPOTTISWOODE PARK,28453.18046,21-25,118,SPOTTISWOODE PARK ROAD,0524,Strata
1,99 yrs lease commencing from 1973,RCR,3,02,,28177.98789,Apartment,924000,SPOTTISWOODE PARK,28453.18046,01-05,79,SPOTTISWOODE PARK ROAD,0224,Strata
1,99 yrs lease commencing from 1973,RCR,3,02,,28177.98789,Apartment,930000,SPOTTISWOODE PARK,28453.18046,11-15,79,SPOTTISWOODE PARK ROAD,0724,Strata
1,99 yrs lease commencing from 1973,RCR,3,02,,28177.98789,Apartment,958000,SPOTTISWOODE PARK,28453.18046,16-20,79,SPOTTISWOODE PARK ROAD,1124,Strata
1,85 yrs lease commencing from 1990,RCR,3,02,,28177.98789,Apartment,1150000,SPOTTISWOODE PARK,28453.18046,01-05,124,SPOTTISWOODE PARK ROAD,0124,Strata
1,99 yrs lease commencing from 1976,RCR,3,02,,28177.98789,Apartment,1338000,SPOTTISWOODE PARK,28453.18046,21-25,118,SPOTTISWOODE PARK ROAD,0725,Strata
1,99 yrs lease commencing from 1973,RCR,3,02,,28177.98789,Apartment,940000,SPOTTISWOODE PARK,28453.18046,01-05,79,SPOTTISWOODE PARK ROAD,0525,Strata
1,99 yrs lease commencing from 1973,RCR,3,02,,28177.98789,Apartment,948000,SPOTTISWOODE PARK,28453.18046,06-10,79,SPOTTISWOODE PARK ROAD,0125,Strata
1,99 yrs lease commencing from 1973,RCR,3,02,,28177.98789,Apartment,975000,SPOTTISWOODE PARK,28453.18046,11-15,79,SPOTTISWOODE PARK ROAD,0325,Strata
1,85 yrs lease commencing from 1990,RCR,3,02,,28177.98789,Apartment,1300000,SPOTTISWOODE PARK,28453.18046,16-20,124,SPOTTISWOODE PARK ROAD,0225,Strata
1,93 yrs lease commencing from 1979,RCR,3,02,,28177.98789,Apartment,965000,SPOTTISWOODE PARK,28453.18046,11-15,79,SPOTTISWOODE PARK ROAD,0625,Strata
1,85 yrs lease commencing from 1990,RCR,3,02,,28177.98789,Apartment,1240000,SPOTTISWOODE PARK,28453.18046,11-15,122,SPOTTISWOODE PARK ROAD,0325,Strata
1,99 yrs lease commencing from 1976,RCR,3,02,,28177.98789,Apartment,1250000,SPOTTISWOODE PARK,28453.18046,11-15,118,SPOTTISWOODE PARK ROAD,0325,Strata
1,99 yrs lease commencing from 1973,RCR,3,02,,28177.98789,Apartment,988000,SPOTTISWOODE PARK,28453.18046,16-20,79,SPOTTISWOODE PARK ROAD,0125,Strata
1,99 yrs lease commencing from 2006,CCR,3,04,,29089.9054948456,Detached,12900128,LANDED HOUSING DEVELOPMENT,25705.882491244,-,778.4,TREASURE ISLAND,0521,Land
1,Freehold,RCR,3,05,,,Semi-detached,4342800,LANDED HOUSING DEVELOPMENT,,-,206.9,LORONG SARHAD,0423,Land
1,99 yrs lease commencing from 2023,RCR,1,02,,,Apartment,1932000,TMW MAXWELL,,16-20,48,TRAS STREET,0823,Strata
1,99 yrs lease commencing from 2023,RCR,1,02,,,Apartment,1596000,TMW MAXWELL,,06-10,44,TRAS STREET,0823,Strata
1,99 yrs lease commencing from 2023,RCR,1,02,,,Apartment,1576000,TMW MAXWELL,,06-10,44,TRAS STREET,0823,Strata
1,99 yrs lease commencing from 2023,RCR,1,02,,,Apartment,1498000,TMW MAXWELL,,06-10,44,TRAS STREET,0823,Strata
1,99 yrs lease commencing from 2023,RCR,1,02,,,Apartment,1621000,TMW MAXWELL,,06-10,45,TRAS STREET,0823,Strata
1,99 yrs lease commencing from 2023,RCR,1,02,,,Apartment,2470000,TMW MAXWELL,,06-10,73,TRAS STREET,0823,Strata
1,Freehold,RCR,3,05,,23532.54265,Apartment,2380000,THE CASSANDRA,28815.22865,01-05,207,PASIR PANJANG ROAD,1220,Strata
1,Freehold,RCR,3,05,,23532.54265,Apartment,1700000,THE CASSANDRA,28815.22865,01-05,135,PASIR PANJANG ROAD,0521,Strata
1,Freehold,RCR,3,05,,23532.54265,Apartment,2670000,THE CASSANDRA,28815.22865,01-05,207,PASIR PANJANG ROAD,0523,Strata
1,Freehold,RCR,3,05,,23532.54265,Apartment,1880000,THE CASSANDRA,28815.22865,01-05,122,PASIR PANJANG ROAD,0923,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,3052600,PROMENADE PEAK,,06-10,100,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,1780837,PROMENADE PEAK,,01-05,61,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,4747600,PROMENADE PEAK,,51-55,132,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,1481700,PROMENADE PEAK,,11-15,49,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,1413067,PROMENADE PEAK,,06-10,49,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,2041900,PROMENADE PEAK,,31-35,62,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,6413100,PROMENADE PEAK,,51-55,175,ZION PROMENADE,0925,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,4026000,PROMENADE PEAK,,56-60,111,ZION PROMENADE,0925,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,1634700,PROMENADE PEAK,,41-45,49,ZION PROMENADE,0925,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,2025200,PROMENADE PEAK,,26-30,63,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,1979100,PROMENADE PEAK,,16-20,63,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,2006200,PROMENADE PEAK,,21-25,63,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,3754200,PROMENADE PEAK,,46-50,108,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,3731500,PROMENADE PEAK,,46-50,108,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,3769300,PROMENADE PEAK,,51-55,108,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,1936400,PROMENADE PEAK,,11-15,63,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,1907900,PROMENADE PEAK,,06-10,63,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,3678600,PROMENADE PEAK,,41-45,108,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,1969900,PROMENADE PEAK,,16-20,63,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,1942500,PROMENADE PEAK,,11-15,63,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,1883500,PROMENADE PEAK,,06-10,63,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,1916000,PROMENADE PEAK,,06-10,63,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,2017100,PROMENADE PEAK,,26-30,63,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,1903800,PROMENADE PEAK,,06-10,63,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,3739000,PROMENADE PEAK,,46-50,108,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,1859100,PROMENADE PEAK,,01-05,63,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,1875300,PROMENADE PEAK,,01-05,63,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,1995400,PROMENADE PEAK,,21-25,63,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,1954700,PROMENADE PEAK,,16-20,63,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,1891600,PROMENADE PEAK,,06-10,63,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,1924200,PROMENADE PEAK,,11-15,63,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,2044200,PROMENADE PEAK,,31-35,63,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,1867200,PROMENADE PEAK,,01-05,63,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,3799500,PROMENADE PEAK,,51-55,108,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,3693700,PROMENADE PEAK,,46-50,108,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,3663500,PROMENADE PEAK,,41-45,108,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,1930300,PROMENADE PEAK,,11-15,63,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,1973000,PROMENADE PEAK,,16-20,63,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,1975700,PROMENADE PEAK,,26-30,62,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,1887600,PROMENADE PEAK,,11-15,62,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,1901000,PROMENADE PEAK,,11-15,62,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,1867600,PROMENADE PEAK,,06-10,62,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,2820100,PROMENADE PEAK,,01-05,96,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,2799400,PROMENADE PEAK,,01-05,96,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,2923400,PROMENADE PEAK,,11-15,96,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,2902700,PROMENADE PEAK,,11-15,96,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,2882100,PROMENADE PEAK,,11-15,96,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,5426300,PROMENADE PEAK,,51-55,147,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,2414600,PROMENADE PEAK,,36-40,73,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,5549700,PROMENADE PEAK,,56-60,147,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,5518800,PROMENADE PEAK,,56-60,147,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,2244400,PROMENADE PEAK,,06-10,74,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,2311300,PROMENADE PEAK,,16-20,74,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,2282600,PROMENADE PEAK,,11-15,74,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,2177400,PROMENADE PEAK,,01-05,74,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,2420500,PROMENADE PEAK,,36-40,74,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,2350400,PROMENADE PEAK,,21-25,74,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,2206100,PROMENADE PEAK,,06-10,74,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,2261100,PROMENADE PEAK,,11-15,74,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,2234800,PROMENADE PEAK,,06-10,74,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,2307700,PROMENADE PEAK,,16-20,74,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,2372700,PROMENADE PEAK,,26-30,74,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,2325600,PROMENADE PEAK,,21-25,74,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,2253900,PROMENADE PEAK,,11-15,74,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,2230000,PROMENADE PEAK,,06-10,74,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,2318500,PROMENADE PEAK,,16-20,74,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,1960800,PROMENADE PEAK,,16-20,63,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,3784400,PROMENADE PEAK,,51-55,108,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,1948600,PROMENADE PEAK,,11-15,63,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,2082100,PROMENADE PEAK,,36-40,63,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,1850900,PROMENADE PEAK,,01-05,63,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,1894300,PROMENADE PEAK,,11-15,62,ZION PROMENADE,0825,Strata
1,99 yrs lease commencing from 2024,RCR,1,03,,,Condominium,1931000,PROMENADE PEAK,,16-20,62,ZION PROMENADE,0825,Strata
